userId,movieRow,rating
505,931,4.0
509,931,4.0
510,931,5.0
521,931,5.0
537,931,5.0
539,931,5.0
545,931,5.0
547,931,5.0
580,931,4.0
585,931,5.0
587,931,4.5
1,1017,2.0
15,1017,4.0
17,1017,4.5
19,1017,4.0
21,1017,4.0
22,1017,3.0
23,1017,3.0
30,1017,5.0
34,1017,4.0
56,1017,2.0
57,1017,5.0
73,1017,4.0
102,1017,5.0
105,1017,4.0
152,1017,3.5
195,1017,3.0
232,1017,5.0
248,1017,5.0
257,1017,4.0
265,1017,4.0
303,1017,4.0
309,1017,4.0
344,1017,5.0
353,1017,1.5
370,1017,4.0
373,1017,5.0
380,1017,4.0
391,1017,5.0
394,1017,0.5
423,1017,3.5
434,1017,4.0
452,1017,5.0
457,1017,4.0
461,1017,3.0
468,1017,4.0
472,1017,2.0
509,1017,5.0
527,1017,4.5
533,1017,3.0
547,1017,5.0
564,1017,4.0
577,1017,5.0
585,1017,4.0
587,1017,5.0
592,1017,2.0
647,1017,5.0
648,1017,2.0
661,1017,4.5
1,1041,2.0
7,1041,4.0
15,1041,2.0
19,1041,4.0
21,1041,5.0
23,1041,4.0
34,1041,5.0
49,1041,5.0
102,1041,4.0
119,1041,5.0
137,1041,5.0
195,1041,5.0
207,1041,0.5
212,1041,3.5
229,1041,5.0
232,1041,4.0
311,1041,4.0
313,1041,5.0
326,1041,3.0
335,1041,3.0
346,1041,2.0
358,1041,4.0
363,1041,5.0
387,1041,3.0
388,1041,5.0
390,1041,3.0
391,1041,4.0
404,1041,5.0
405,1041,4.5
434,1041,5.0
452,1041,3.0
461,1041,4.0
466,1041,4.0
468,1041,2.5
470,1041,3.0
488,1041,3.5
505,1041,3.5
529,1041,2.0
559,1041,5.0
575,1041,3.0
577,1041,5.0
585,1041,5.0
587,1041,5.0
596,1041,4.0
598,1041,4.0
605,1041,4.0
1,1047,2.0
15,1047,4.0
20,1047,3.5
23,1047,5.0
48,1047,4.0
73,1047,4.5
78,1047,5.0
88,1047,4.0
102,1047,5.0
119,1047,4.0
130,1047,4.0
195,1047,4.0
211,1047,5.0
212,1047,4.0
232,1047,5.0
236,1047,3.0
265,1047,4.0
281,1047,4.5
283,1047,4.5
309,1047,5.0
311,1047,5.0
335,1047,4.5
353,1047,2.0
387,1047,3.0
388,1047,4.5
391,1047,4.0
394,1047,1.5
419,1047,4.5
434,1047,2.0
452,1047,4.0
468,1047,3.5
497,1047,4.0
505,1047,3.5
527,1047,2.5
529,1047,4.0
532,1047,4.5
539,1047,3.0
545,1047,5.0
547,1047,5.0
564,1047,4.0
575,1047,4.0
576,1047,5.0
587,1047,5.0
601,1047,4.5
607,1047,3.5
634,1047,3.0
1,1083,3.5
15,1083,2.0
19,1083,3.0
22,1083,4.5
30,1083,4.0
34,1083,4.0
73,1083,3.0
81,1083,1.5
95,1083,5.0
102,1083,3.0
103,1083,3.5
119,1083,5.0
130,1083,2.0
195,1083,4.0
207,1083,4.0
243,1083,4.5
247,1083,4.0
285,1083,3.0
290,1083,4.5
294,1083,3.0
297,1083,4.5
300,1083,3.0
308,1083,1.0
310,1083,3.5
312,1083,4.0
325,1083,2.5
337,1083,1.0
358,1083,1.0
362,1083,4.5
380,1083,3.5
388,1083,3.0
403,1083,5.0
463,1083,4.0
468,1083,2.5
470,1083,2.5
472,1083,1.0
509,1083,2.0
514,1083,3.0
518,1083,3.0
529,1083,3.0
534,1083,4.0
560,1083,3.0
562,1083,3.5
564,1083,3.0
575,1083,4.0
580,1083,3.0
614,1083,4.0
617,1083,4.0
618,1083,4.0
658,1083,4.0
664,1083,3.5
665,1083,3.0
1,1087,2.0
19,1087,4.0
23,1087,4.0
27,1087,4.0
30,1087,5.0
73,1087,4.0
120,1087,3.5
177,1087,3.0
207,1087,5.0
214,1087,5.0
242,1087,4.0
262,1087,2.0
291,1087,4.5
299,1087,4.0
306,1087,4.0
311,1087,2.0
341,1087,4.0
342,1087,4.0
344,1087,3.0
388,1087,2.0
403,1087,4.0
407,1087,3.0
452,1087,4.0
457,1087,4.0
463,1087,4.0
514,1087,4.0
518,1087,3.0
529,1087,5.0
534,1087,4.0
547,1087,4.0
564,1087,4.0
580,1087,3.5
596,1087,3.5
605,1087,3.0
607,1087,3.0
613,1087,4.0
624,1087,5.0
647,1087,4.0
654,1087,4.0
1,1111,2.5
4,1111,4.0
7,1111,3.0
19,1111,4.0
21,1111,3.0
22,1111,2.0
41,1111,3.5
78,1111,4.0
118,1111,3.0
130,1111,3.0
150,1111,2.5
202,1111,4.0
207,1111,0.5
217,1111,4.5
232,1111,4.0
281,1111,4.0
285,1111,3.0
290,1111,4.0
310,1111,1.0
311,1111,3.0
325,1111,3.5
346,1111,3.0
363,1111,2.0
370,1111,3.5
390,1111,3.0
439,1111,1.0
458,1111,3.5
463,1111,3.0
466,1111,3.0
477,1111,5.0
509,1111,3.0
514,1111,4.0
518,1111,3.0
527,1111,4.0
529,1111,2.0
533,1111,3.0
546,1111,4.5
547,1111,1.0
564,1111,4.0
574,1111,3.0
575,1111,1.0
580,1111,2.5
592,1111,1.0
607,1111,4.0
624,1111,3.0
634,1111,3.5
654,1111,4.0
1,1140,1.0
7,1140,5.0
15,1140,3.0
19,1140,3.0
25,1140,3.0
26,1140,1.5
73,1140,3.5
87,1140,2.0
102,1140,4.0
150,1140,3.0
154,1140,4.0
165,1140,4.0
198,1140,3.0
207,1140,2.5
224,1140,4.0
247,1140,3.0
285,1140,2.0
306,1140,4.0
312,1140,3.0
361,1140,3.0
380,1140,3.0
384,1140,3.0
388,1140,3.0
390,1140,1.0
420,1140,1.0
423,1140,3.5
428,1140,3.0
457,1140,2.5
461,1140,2.0
468,1140,3.0
472,1140,3.0
502,1140,3.0
509,1140,2.5
534,1140,5.0
547,1140,4.0
564,1140,4.0
580,1140,1.5
586,1140,4.0
605,1140,3.0
606,1140,3.0
607,1140,3.5
617,1140,2.0
624,1140,4.0
634,1140,3.0
654,1140,4.5
664,1140,3.0
1,1515,4.0
4,1515,5.0
15,1515,3.0
23,1515,3.0
30,1515,4.0
56,1515,4.0
57,1515,5.0
73,1515,3.5
102,1515,5.0
105,1515,3.5
118,1515,4.0
119,1515,4.0
195,1515,3.0
202,1515,4.0
214,1515,5.0
220,1515,3.0
232,1515,5.0
242,1515,5.0
265,1515,4.0
311,1515,3.5
342,1515,4.0
358,1515,3.0
360,1515,3.0
387,1515,5.0
405,1515,4.5
423,1515,3.5
431,1515,3.0
436,1515,4.0
452,1515,4.0
457,1515,3.5
468,1515,3.0
472,1515,5.0
509,1515,3.0
510,1515,4.0
520,1515,4.0
529,1515,3.0
547,1515,5.0
564,1515,4.0
574,1515,4.0
585,1515,5.0
587,1515,4.0
594,1515,5.0
605,1515,4.0
608,1515,5.0
624,1515,5.0
669,1515,4.0
1,1665,4.0
4,1665,4.0
15,1665,4.0
30,1665,2.0
34,1665,4.0
35,1665,3.5
41,1665,5.0
49,1665,3.0
59,1665,1.0
73,1665,3.0
77,1665,4.0
95,1665,3.0
102,1665,3.0
119,1665,3.0
130,1665,4.0
185,1665,3.0
195,1665,3.0
197,1665,5.0
212,1665,3.0
214,1665,4.0
232,1665,5.0
257,1665,1.0
285,1665,3.0
287,1665,4.0
294,1665,3.5
312,1665,4.0
328,1665,3.0
346,1665,5.0
363,1665,3.0
380,1665,4.0
401,1665,4.0
461,1665,2.5
463,1665,4.0
468,1665,3.0
470,1665,3.0
497,1665,1.0
509,1665,3.0
518,1665,3.0
525,1665,4.0
533,1665,4.0
561,1665,4.5
564,1665,4.0
575,1665,4.0
577,1665,4.0
580,1665,4.0
624,1665,4.0
654,1665,3.5
1,1708,3.0
15,1708,3.0
43,1708,3.0
54,1708,4.0
73,1708,3.0
79,1708,0.5
130,1708,4.0
177,1708,4.0
195,1708,2.0
232,1708,5.0
294,1708,4.0
311,1708,3.5
350,1708,4.0
358,1708,3.0
373,1708,3.0
387,1708,5.0
405,1708,5.0
408,1708,2.0
439,1708,3.0
467,1708,3.0
468,1708,2.5
472,1708,4.0
474,1708,1.0
485,1708,4.0
497,1708,4.0
500,1708,4.0
510,1708,4.0
547,1708,4.5
564,1708,3.0
575,1708,4.0
580,1708,3.5
594,1708,4.0
597,1708,5.0
605,1708,3.0
646,1708,5.0
654,1708,4.0
1,1743,2.0
4,1743,3.0
30,1743,3.0
33,1743,2.0
57,1743,5.0
59,1743,0.5
73,1743,4.0
95,1743,5.0
98,1743,2.5
102,1743,3.0
119,1743,4.0
185,1743,3.0
195,1743,3.0
212,1743,2.5
213,1743,2.5
228,1743,5.0
232,1743,5.0
243,1743,3.5
247,1743,4.0
253,1743,3.0
294,1743,3.5
295,1743,4.0
303,1743,3.0
325,1743,1.0
346,1743,4.0
384,1743,2.5
405,1743,4.0
461,1743,3.0
463,1743,3.0
466,1743,2.0
468,1743,2.5
509,1743,2.0
518,1743,5.0
525,1743,4.0
564,1743,4.0
575,1743,5.0
579,1743,0.5
580,1743,3.5
604,1743,1.0
607,1743,4.5
654,1743,4.0
665,1743,3.0
1,1815,2.0
5,1815,4.0
9,1815,2.0
15,1815,2.0
48,1815,3.0
73,1815,3.5
95,1815,4.0
105,1815,3.5
130,1815,3.0
150,1815,2.5
185,1815,3.0
190,1815,3.0
193,1815,4.0
195,1815,4.0
212,1815,2.5
213,1815,2.0
220,1815,5.0
226,1815,2.0
236,1815,3.5
276,1815,3.5
285,1815,4.0
290,1815,5.0
295,1815,3.0
304,1815,3.5
328,1815,3.0
363,1815,4.0
373,1815,3.0
381,1815,5.0
412,1815,3.0
452,1815,3.0
458,1815,2.0
461,1815,1.5
468,1815,2.5
472,1815,4.0
480,1815,4.5
518,1815,3.0
534,1815,4.0
546,1815,5.0
557,1815,1.5
559,1815,3.0
560,1815,4.0
561,1815,2.5
562,1815,4.0
564,1815,4.0
580,1815,3.0
582,1815,2.0
595,1815,1.0
607,1815,3.5
608,1815,4.0
611,1815,3.0
646,1815,4.0
654,1815,4.0
656,1815,5.0
1,1962,2.5
15,1962,3.5
17,1962,4.0
41,1962,3.0
43,1962,3.0
48,1962,2.5
66,1962,3.0
73,1962,4.0
75,1962,4.5
95,1962,4.0
102,1962,3.0
105,1962,3.0
118,1962,4.0
119,1962,3.0
130,1962,3.0
155,1962,4.0
157,1962,4.5
165,1962,3.0
167,1962,5.0
199,1962,4.0
212,1962,2.0
214,1962,4.0
299,1962,5.0
303,1962,3.5
306,1962,4.0
310,1962,2.5
346,1962,1.0
355,1962,4.5
363,1962,3.0
380,1962,4.0
395,1962,2.0
401,1962,5.0
461,1962,4.0
463,1962,4.0
468,1962,2.5
482,1962,2.0
518,1962,4.0
533,1962,2.0
544,1962,4.5
546,1962,1.0
547,1962,4.0
560,1962,4.0
564,1962,5.0
599,1962,3.5
606,1962,2.0
624,1962,3.0
626,1962,3.0
1,2380,1.0
4,2380,5.0
35,2380,0.5
49,2380,4.0
68,2380,1.0
73,2380,3.5
77,2380,4.0
102,2380,4.0
105,2380,4.0
118,2380,4.0
119,2380,4.0
130,2380,4.0
195,2380,3.0
197,2380,1.0
207,2380,2.0
229,2380,4.0
232,2380,5.0
268,2380,3.5
282,2380,4.5
299,2380,4.0
306,2380,3.0
312,2380,3.0
346,2380,5.0
380,2380,4.0
423,2380,4.0
428,2380,3.0
439,2380,1.0
461,2380,3.0
468,2380,3.0
472,2380,4.0
480,2380,5.0
518,2380,4.0
525,2380,4.0
533,2380,3.0
546,2380,3.5
564,2380,3.0
575,2380,5.0
577,2380,5.0
580,2380,3.0
586,2380,5.0
613,2380,4.0
624,2380,5.0
654,2380,5.0
1,2925,3.0
15,2925,2.0
23,2925,3.5
30,2925,4.0
56,2925,4.0
73,2925,3.0
75,2925,4.0
76,2925,3.5
77,2925,4.0
83,2925,4.5
102,2925,4.0
120,2925,2.5
125,2925,4.5
130,2925,2.0
134,2925,4.5
148,2925,4.0
178,2925,4.0
195,2925,5.0
196,2925,5.0
212,2925,2.5
222,2925,3.0
265,2925,5.0
285,2925,3.0
291,2925,5.0
294,2925,3.0
306,2925,4.0
309,2925,5.0
315,2925,5.0
352,2925,4.0
380,2925,4.0
387,2925,3.0
398,2925,5.0
405,2925,4.0
423,2925,3.5
424,2925,3.5
428,2925,4.5
430,2925,4.5
442,2925,5.0
452,2925,4.0
460,2925,4.0
468,2925,2.5
472,2925,5.0
505,2925,3.5
509,2925,4.0
519,2925,4.5
529,2925,4.0
553,2925,3.5
561,2925,4.5
564,2925,5.0
575,2925,4.0
580,2925,4.0
585,2925,4.0
587,2925,4.0
598,2925,4.0
604,2925,3.5
605,2925,4.0
615,2925,3.5
621,2925,5.0
624,2925,5.0
634,2925,3.5
654,2925,4.5
671,2925,3.0
2,9,4.0
4,9,4.0
7,9,3.0
15,9,3.0
19,9,3.0
21,9,3.0
39,9,5.0
47,9,4.0
50,9,4.0
56,9,4.0
73,9,3.0
74,9,5.0
77,9,3.0
78,9,5.0
80,9,3.0
82,9,3.0
85,9,5.0
92,9,2.0
105,9,3.5
108,9,4.0
110,9,4.0
111,9,3.5
113,9,3.0
114,9,4.0
121,9,3.0
122,9,3.0
126,9,3.0
130,9,3.5
134,9,4.0
135,9,3.0
137,9,4.0
144,9,5.0
145,9,5.0
150,9,4.0
151,9,5.0
152,9,1.5
157,9,3.5
159,9,2.5
161,9,4.0
164,9,4.0
165,9,2.5
177,9,4.0
188,9,4.0
191,9,2.0
199,9,2.5
205,9,3.5
212,9,3.5
214,9,3.0
224,9,3.0
236,9,3.0
243,9,3.5
247,9,4.0
249,9,4.0
253,9,4.0
268,9,3.0
279,9,3.0
282,9,3.0
285,9,4.0
288,9,3.0
290,9,4.5
292,9,4.0
294,9,3.5
295,9,4.5
302,9,3.0
311,9,3.0
312,9,1.0
313,9,3.5
353,9,3.0
355,9,3.5
369,9,3.0
375,9,4.0
384,9,3.5
385,9,3.0
388,9,2.0
389,9,4.0
390,9,3.0
396,9,3.0
399,9,3.0
400,9,3.0
405,9,3.5
415,9,4.0
416,9,4.0
418,9,2.5
428,9,2.5
430,9,3.5
447,9,3.0
457,9,2.0
458,9,4.0
461,9,2.0
464,9,5.0
468,9,3.0
471,9,4.5
487,9,4.0
516,9,4.0
525,9,3.0
535,9,3.0
548,9,4.0
550,9,4.0
552,9,3.0
555,9,3.0
560,9,4.0
561,9,3.5
564,9,3.0
568,9,4.0
574,9,3.0
577,9,3.5
588,9,3.0
589,9,4.0
590,9,3.0
592,9,4.0
593,9,2.0
596,9,3.5
602,9,3.0
607,9,3.5
608,9,3.0
624,9,4.0
641,9,3.0
649,9,5.0
650,9,4.0
654,9,4.0
662,9,3.0
666,9,3.0
2,16,5.0
9,16,4.0
15,16,3.0
18,16,4.0
44,16,2.0
57,16,5.0
67,16,4.0
70,16,4.0
74,16,4.0
86,16,5.0
93,16,4.0
99,16,3.0
121,16,5.0
122,16,3.0
161,16,5.0
162,16,4.0
172,16,4.0
182,16,3.0
211,16,4.0
212,16,3.5
220,16,5.0
224,16,5.0
232,16,5.0
233,16,5.0
240,16,4.0
268,16,3.0
280,16,5.0
283,16,2.5
284,16,1.0
294,16,4.0
306,16,4.0
308,16,4.0
311,16,2.0
312,16,3.0
319,16,3.0
338,16,4.0
358,16,5.0
361,16,5.0
371,16,4.5
382,16,4.0
385,16,3.0
390,16,4.0
391,16,4.0
396,16,4.0
408,16,4.0
413,16,3.0
431,16,5.0
434,16,5.0
447,16,3.0
452,16,4.0
461,16,4.5
463,16,4.0
465,16,5.0
468,16,3.5
472,16,4.0
484,16,5.0
487,16,5.0
493,16,4.0
509,16,4.0
510,16,4.0
514,16,3.0
517,16,5.0
518,16,5.0
529,16,4.5
530,16,4.0
534,16,2.0
537,16,5.0
539,16,4.0
547,16,5.0
554,16,5.0
555,16,3.0
559,16,4.0
564,16,3.0
575,16,5.0
577,16,5.0
578,16,3.0
595,16,4.0
598,16,2.0
608,16,3.0
616,16,3.0
636,16,3.0
640,16,4.0
650,16,4.0
654,16,4.5
659,16,4.0
667,16,2.0
2,37,5.0
5,37,4.0
15,37,2.5
19,37,3.0
34,37,3.0
43,37,4.0
47,37,3.0
50,37,2.0
56,37,5.0
69,37,4.5
73,37,4.0
77,37,2.5
78,37,5.0
82,37,5.0
83,37,4.0
86,37,4.0
88,37,3.0
92,37,2.0
93,37,4.0
98,37,3.0
99,37,4.0
110,37,5.0
111,37,4.5
121,37,4.0
126,37,3.0
128,37,4.0
129,37,3.0
134,37,3.5
144,37,3.0
149,37,3.5
150,37,2.5
151,37,3.0
161,37,3.0
168,37,4.0
176,37,1.0
187,37,4.5
188,37,3.0
192,37,3.0
195,37,3.0
212,37,2.0
213,37,2.0
219,37,4.0
239,37,5.0
240,37,4.5
247,37,3.0
254,37,2.0
262,37,2.5
264,37,5.0
266,37,5.0
268,37,3.5
275,37,4.5
288,37,3.0
292,37,4.5
294,37,4.0
295,37,4.0
306,37,5.0
308,37,4.0
311,37,3.0
312,37,5.0
315,37,1.0
319,37,3.0
338,37,3.0
344,37,3.0
358,37,5.0
369,37,3.0
373,37,5.0
380,37,3.0
382,37,2.0
385,37,4.0
388,37,3.0
394,37,3.0
400,37,4.0
408,37,4.0
412,37,3.0
416,37,3.0
421,37,3.0
422,37,4.0
424,37,3.5
439,37,4.0
447,37,3.0
452,37,3.0
457,37,2.0
461,37,4.5
463,37,3.0
464,37,5.0
465,37,4.5
466,37,4.0
468,37,3.0
472,37,4.0
487,37,4.0
491,37,4.0
500,37,2.5
514,37,3.0
516,37,3.0
517,37,4.0
518,37,4.0
527,37,2.5
534,37,2.0
536,37,5.0
547,37,3.0
548,37,3.0
561,37,2.5
562,37,3.5
564,37,5.0
569,37,4.0
575,37,3.0
580,37,4.0
585,37,4.0
597,37,5.0
598,37,3.0
599,37,5.0
605,37,4.0
617,37,3.0
639,37,4.0
641,37,5.0
649,37,4.0
653,37,5.0
662,37,3.0
665,37,2.0
666,37,2.0
2,45,4.0
8,45,5.0
9,45,3.0
13,45,2.5
15,45,5.0
17,45,5.0
19,45,5.0
21,45,4.0
22,45,3.5
23,45,4.5
26,45,4.5
30,45,4.0
34,45,5.0
38,45,4.0
39,45,4.0
50,45,3.0
56,45,4.0
72,45,3.5
73,45,5.0
77,45,4.0
78,45,4.0
82,45,5.0
86,45,5.0
88,45,4.0
92,45,5.0
99,45,1.0
102,45,4.0
103,45,4.5
105,45,4.0
108,45,2.0
109,45,5.0
110,45,3.0
111,45,4.0
116,45,5.0
118,45,4.0
119,45,5.0
120,45,3.5
124,45,3.5
125,45,4.5
128,45,5.0
133,45,2.5
134,45,4.5
143,45,4.5
144,45,4.0
145,45,5.0
149,45,3.5
151,45,5.0
152,45,5.0
157,45,3.5
159,45,3.5
161,45,4.0
165,45,3.5
171,45,4.0
175,45,4.0
177,45,5.0
183,45,5.0
188,45,3.0
191,45,3.0
192,45,3.0
199,45,4.5
201,45,5.0
205,45,4.5
212,45,3.5
213,45,2.5
214,45,4.0
216,45,5.0
219,45,4.0
224,45,4.0
225,45,5.0
235,45,3.0
236,45,2.5
240,45,4.0
241,45,3.0
242,45,4.0
243,45,4.0
245,45,2.0
254,45,3.0
262,45,5.0
267,45,4.5
268,45,4.0
270,45,4.0
279,45,3.0
283,45,3.0
285,45,5.0
288,45,5.0
290,45,5.0
291,45,4.5
292,45,4.5
295,45,4.5
299,45,4.5
303,45,2.5
304,45,5.0
306,45,4.0
307,45,4.0
308,45,3.0
311,45,0.5
313,45,4.0
327,45,3.5
338,45,4.0
339,45,4.5
340,45,5.0
344,45,5.0
345,45,4.5
346,45,2.5
352,45,4.0
353,45,3.5
355,45,5.0
358,45,3.0
360,45,4.0
363,45,5.0
364,45,0.5
369,45,4.0
371,45,4.5
379,45,4.5
380,45,5.0
381,45,1.0
383,45,5.0
384,45,4.0
385,45,5.0
388,45,5.0
391,45,3.0
394,45,4.0
396,45,3.0
399,45,2.0
400,45,4.0
408,45,5.0
409,45,5.0
418,45,3.5
426,45,4.0
430,45,5.0
431,45,5.0
432,45,5.0
433,45,5.0
440,45,4.0
442,45,4.5
449,45,4.0
450,45,5.0
452,45,2.5
455,45,4.5
457,45,4.5
458,45,4.0
460,45,2.5
461,45,5.0
463,45,4.0
468,45,3.5
472,45,4.0
475,45,4.0
478,45,3.5
480,45,4.0
487,45,4.0
488,45,4.0
495,45,4.0
496,45,3.0
501,45,5.0
508,45,5.0
509,45,4.0
514,45,4.0
516,45,4.0
517,45,5.0
518,45,5.0
520,45,5.0
522,45,4.0
527,45,3.5
534,45,5.0
535,45,3.0
536,45,4.0
544,45,5.0
545,45,5.0
547,45,4.0
548,45,3.0
550,45,3.0
562,45,4.5
564,45,4.0
568,45,5.0
574,45,4.5
577,45,4.0
580,45,4.0
584,45,3.5
587,45,3.5
588,45,5.0
589,45,5.0
590,45,4.0
593,45,4.0
596,45,4.0
602,45,4.0
607,45,4.0
608,45,5.0
615,45,4.5
619,45,4.0
624,45,4.0
627,45,4.0
631,45,5.0
633,45,3.0
639,45,3.0
647,45,5.0
648,45,3.0
654,45,4.5
659,45,4.0
662,45,3.0
664,45,4.5
670,45,5.0
2,48,4.0
8,48,5.0
10,48,5.0
11,48,5.0
15,48,5.0
16,48,4.5
17,48,5.0
19,48,4.0
23,48,4.0
26,48,4.5
27,48,4.0
30,48,5.0
31,48,3.5
34,48,5.0
36,48,4.0
39,48,3.0
40,48,4.5
47,48,4.0
56,48,4.0
59,48,5.0
61,48,5.0
72,48,4.0
73,48,5.0
78,48,5.0
80,48,3.0
82,48,4.0
83,48,5.0
92,48,5.0
94,48,4.0
96,48,4.0
97,48,5.0
99,48,4.0
102,48,4.0
105,48,4.5
111,48,4.0
118,48,5.0
119,48,4.0
120,48,4.0
121,48,5.0
125,48,5.0
130,48,3.5
137,48,5.0
138,48,4.0
147,48,5.0
149,48,3.0
150,48,4.5
151,48,3.0
152,48,5.0
157,48,4.0
159,48,4.5
165,48,2.0
168,48,4.0
172,48,5.0
177,48,5.0
183,48,5.0
185,48,5.0
199,48,4.5
201,48,5.0
203,48,5.0
205,48,5.0
212,48,3.5
214,48,5.0
219,48,4.0
224,48,4.0
231,48,5.0
232,48,5.0
235,48,5.0
240,48,2.5
241,48,4.0
242,48,5.0
245,48,4.0
254,48,5.0
261,48,5.0
265,48,5.0
266,48,4.0
267,48,4.0
268,48,3.5
270,48,4.0
271,48,3.5
275,48,3.5
279,48,5.0
283,48,4.0
285,48,5.0
290,48,4.5
292,48,5.0
295,48,4.5
303,48,3.5
304,48,4.5
306,48,4.0
307,48,5.0
309,48,5.0
311,48,3.0
312,48,5.0
321,48,4.0
330,48,4.0
342,48,5.0
344,48,5.0
345,48,4.5
350,48,4.0
355,48,3.5
358,48,5.0
360,48,5.0
362,48,5.0
363,48,4.0
369,48,3.0
373,48,4.0
378,48,3.0
380,48,5.0
385,48,5.0
386,48,4.0
388,48,5.0
391,48,5.0
394,48,4.5
396,48,4.0
399,48,4.0
400,48,5.0
407,48,4.0
408,48,5.0
409,48,4.0
412,48,4.0
415,48,5.0
419,48,4.0
425,48,4.0
428,48,4.5
430,48,5.0
431,48,5.0
432,48,5.0
433,48,3.5
434,48,5.0
438,48,5.0
440,48,4.0
450,48,5.0
454,48,5.0
457,48,3.0
460,48,4.5
461,48,4.0
463,48,5.0
466,48,4.0
468,48,3.0
472,48,4.0
480,48,4.5
483,48,4.0
487,48,5.0
494,48,5.0
499,48,5.0
501,48,3.5
502,48,5.0
503,48,4.0
508,48,5.0
509,48,5.0
511,48,5.0
514,48,5.0
519,48,4.0
520,48,5.0
521,48,4.5
522,48,3.0
523,48,5.0
527,48,3.5
528,48,4.0
534,48,2.0
536,48,5.0
537,48,5.0
539,48,4.0
547,48,4.0
548,48,4.0
549,48,4.5
555,48,4.0
556,48,3.0
562,48,5.0
564,48,5.0
567,48,3.0
572,48,4.0
574,48,5.0
578,48,0.5
580,48,4.0
585,48,5.0
587,48,4.5
588,48,5.0
590,48,5.0
596,48,4.5
598,48,5.0
602,48,5.0
607,48,4.5
608,48,5.0
613,48,5.0
618,48,5.0
619,48,5.0
620,48,4.0
624,48,4.0
627,48,4.0
635,48,3.0
637,48,5.0
643,48,5.0
647,48,5.0
649,48,4.0
654,48,5.0
655,48,5.0
659,48,4.0
664,48,4.5
670,48,5.0
671,48,4.5
2,49,3.0
15,49,2.5
18,49,3.0
19,49,3.0
30,49,5.0
36,49,3.0
70,49,4.0
87,49,4.0
100,49,3.0
102,49,4.0
105,49,4.0
148,49,4.0
154,49,5.0
162,49,5.0
211,49,5.0
224,49,4.0
242,49,4.0
256,49,4.0
